game,release,peak_players,positive_reviews,negative_reviews,total_reviews,rating,players_right_now
Dream Of The Hikikomori,2022-02-04,2,9,1,10,70.57,0
Word of the Law: Death Mask Collector's Edition,2022-01-11,7,9,1,10,70.57,0
Japanese DoJo,2022-02-02,2,9,1,10,70.57,0
System Critical: The Race Against Time,2022-07-15,3,9,1,10,70.57,0
VIrus Killer,2022-01-24,2,9,1,10,70.57,0
Super Rolling Heroes,2022-03-23,5,9,1,10,70.57,0
New Century Galaxy Legend,2022-02-23,4,9,1,10,70.57,0
Pasajeros,2022-03-12,2,9,1,10,70.57,0
Battle of Finland: Winter War,2022-03-14,2,9,1,10,70.57,0
Yosemite Forest Ranger,2022-05-26,6,9,1,10,70.57,0
Cosmoblaster Exodia,2022-03-14,4,9,1,10,70.57,0
Golfing In Aether,2022-09-23,6,9,1,10,70.57,0
Slackline VR,2022-03-25,2,9,1,10,70.57,0
Shady Business,2022-03-30,4,9,1,10,70.57,0
Tilefinder,2022-07-12,4,9,1,10,70.57,0
Narcotics Ninja,2022-05-02,4,9,1,10,70.57,0
Gemlands,2022-04-10,2,9,1,10,70.57,0
Dino-D,2022-05-06,3,9,1,10,70.57,0
Collapsed,2022-08-09,3,9,1,10,70.57,0
New Yankee: Battle for the Bride,2022-05-11,25,9,1,10,70.57,1
Lunatia Covenant -Pale White Agent-,2022-05-10,6,9,1,10,70.57,0
Spacemancer,2022-05-18,4,9,1,10,70.57,0
Fucking Hell,2022-06-02,3,9,1,10,70.57,0
Zaxterion - Space Frenzy,2022-09-10,3,9,1,10,70.57,0
BTank,2022-09-01,3,9,1,10,70.57,0
Ready or Not,2022-07-08,3,9,1,10,70.57,0
Ready or Not,2022-07-08,3,9,1,10,70.57,"2,559"
Ready or Not,2021-12-17,19621,93231,8524,101755,90.33,0
Ready or Not,2021-12-17,19621,93231,8524,101755,90.33,"2,559"
Astro,2022-09-21,3,9,1,10,70.57,0
My Agent is a Futanari,2022-09-26,5,9,1,10,70.57,0
No Time For Caution,2022-12-09,3,9,1,10,70.57,0
Escape,2022-08-16,4,9,1,10,70.57,0
Escape,2022-08-16,4,9,1,10,70.57,0
Escape,2022-08-16,4,9,1,10,70.57,0
Escape,2022-08-16,4,9,1,10,70.57,0
Escape,2022-08-16,4,9,1,10,70.57,0
Escape,2022-08-16,4,9,1,10,70.57,0
Escape,2022-01-15,32,92,31,123,68.99,0
Escape,2022-01-15,32,92,31,123,68.99,0
Escape,2022-01-15,32,92,31,123,68.99,0
Escape,2022-01-15,32,92,31,123,68.99,0
Escape,2022-01-15,32,92,31,123,68.99,0
Escape,2022-01-15,32,92,31,123,68.99,0
Escape,2022-02-07,1,2,1,3,55.69,0
Escape,2022-02-07,1,2,1,3,55.69,0
Escape,2022-02-07,1,2,1,3,55.69,0
Escape,2022-02-07,1,2,1,3,55.69,0
Escape,2022-02-07,1,2,1,3,55.69,0
Escape,2022-02-07,1,2,1,3,55.69,0
Escape,2021-05-05,3,2,4,6,42.61,0
Escape,2021-05-05,3,2,4,6,42.61,0
Escape,2021-05-05,3,2,4,6,42.61,0
Escape,2021-05-05,3,2,4,6,42.61,0
Escape,2021-05-05,3,2,4,6,42.61,0
Escape,2021-05-05,3,2,4,6,42.61,0
Escape,2018-01-28,3,7,23,30,32.82,0
Escape,2018-01-28,3,7,23,30,32.82,0
Escape,2018-01-28,3,7,23,30,32.82,0
Escape,2018-01-28,3,7,23,30,32.82,0
Escape,2018-01-28,3,7,23,30,32.82,0
Escape,2018-01-28,3,7,23,30,32.82,0
Escape,2015-04-20,45,173,108,281,59.45,0
Escape,2015-04-20,45,173,108,281,59.45,0
Escape,2015-04-20,45,173,108,281,59.45,0
Escape,2015-04-20,45,173,108,281,59.45,0
Escape,2015-04-20,45,173,108,281,59.45,0
Escape,2015-04-20,45,173,108,281,59.45,0
Get the Ball Rolling,2022-08-25,2,9,1,10,70.57,0
Jade Order,2022-08-25,2,9,1,10,70.57,0
DragonScales 1-7 Collection,2022-08-26,3,9,1,10,70.57,0
Missile Command: Recharged,2022-11-01,4,9,1,10,70.57,1
Missile Command: Recharged,2022-11-01,4,9,1,10,70.57,0
Missile Command: Recharged,2020-05-27,9,161,19,180,81.2,1
Missile Command: Recharged,2020-05-27,9,161,19,180,81.2,0
Arcane Arts Academy 2,2022-09-22,6,9,1,10,70.57,0
Korean BBQ Simulator,2022-10-14,2,9,1,10,70.57,0
VR Rock Climbing,2022-09-28,2,9,1,10,70.57,0
STRAY CAT,2022-10-01,2,9,1,10,70.57,0
Ankora: Lost Days - Prologue,2022-10-28,4,9,1,10,70.57,0
Hoiwa Hub,2022-10-15,2,9,1,10,70.57,0
Each Other,2022-10-31,3,9,1,10,70.57,0
Dark Sweeper,2022-11-17,4,9,1,10,70.57,0
Palladise Island：Legendary Space,2022-12-08,6,9,1,10,70.57,0
I commissioned some bees (advent),2022-12-01,6,9,1,10,70.57,0
Истории ужасов: Воскрешение,2022-02-19,23,113,35,148,70.51,0
Engine Evolution 2021,2022-01-12,158,529,188,717,70.5,1
Arctico,2022-02-15,132,826,301,1127,70.48,0
De'Vine: Heavenly Acres,2022-07-29,13,23,5,28,70.48,0
SUPER NANARU,2022-03-24,6,23,5,28,70.48,0
Stardust Valkyries,2022-09-15,15,23,5,28,70.48,0
Divinus Vanitas,2022-09-14,6,23,5,28,70.48,0
Fairy Girl,2022-11-11,5,23,5,28,70.48,0
The Pegasus Expedition,2022-10-20,123,66,19,85,70.41,2
ERRANTE,2022-02-04,18,48,13,61,70.41,0
Tuin,2022-08-26,46,54,15,69,70.39,2
Weird Hat Fight,2022-05-16,90,26,6,32,70.34,0
Riki's Risky Ride,2022-03-15,14,26,6,32,70.34,0
VaporBall,2022-03-02,6,16,3,19,70.33,0
Revenants,2022-10-27,3,16,3,19,70.33,0
Brave Deeds of Rescue Team,2022-06-08,25,16,3,19,70.33,0
Automation,2022-01-24,6,16,3,19,70.33,0
Grandma's Footsteps,2022-02-22,4,16,3,19,70.33,0
The House On Holland Hill,2022-03-01,2,16,3,19,70.33,0
Avocado Love,2022-01-17,12,16,3,19,70.33,0
Furry Boys Jigsaw,2022-01-24,3,16,3,19,70.33,0
HardWorker Simulator,2022-02-18,7,16,3,19,70.33,0
Shadow Running,2022-01-31,5,16,3,19,70.33,0
Monsterlands,2022-06-14,10,16,3,19,70.33,0
STEIIARIA,2022-06-25,2,16,3,19,70.33,0
SEARCH ALL - BITCOIN,2022-06-12,3,16,3,19,70.33,0
The Last Fighter,2022-07-30,3,16,3,19,70.33,0
Big Bad Futanari Wolf,2022-12-15,5,16,3,19,70.33,0
Missing Pieces,2022-10-19,5,16,3,19,70.33,0
Super Clown 3: Revenge,2022-11-08,4,16,3,19,70.33,0
IN THE BUILDING: CATS 2,2022-12-19,6,16,3,19,70.33,0
CRIMESIGHT,2022-04-14,572,484,173,657,70.31,0
Voice of Chernobyl,2022-09-18,666,80,24,104,70.29,4
Handyman Corporation: Prologue,2022-12-16,574,117,37,154,70.28,1
Spiders Everywhere,2022-01-22,24,97,30,127,70.26,0
The Adventures of Poppe,2022-08-05,5,29,7,36,70.25,0
Harem of Nurses,2022-07-15,48,71,21,92,70.23,1
Master of Magic,2022-12-13,1028,489,176,665,70.21,159
Black Hole Pool,2022-08-02,44,65,19,84,70.19,0
Take the Throne,2022-04-20,153,119,38,157,70.18,0
风色幻想3:罪与罚的镇魂歌,2022-08-09,138,85,26,111,70.16,1
Ancient Wars: Sparta Definitive Edition,2022-01-28,44,163,54,217,70.15,15
Letina's Odyssey,2022-09-17,85,35,9,44,70.15,0
Vanaris Tactics - Prologue,2022-04-21,10,35,9,44,70.15,0
TimeMelters - Challenges,2022-08-04,11,35,9,44,70.15,0
Reborn,2022-10-28,37,35,9,44,70.15,2
Hentai Furry 3,2022-08-24,6,35,9,44,70.15,0
Survival Academy,2022-11-08,57,56,16,72,70.14,1
The Triumphant Return of Diabolos,2022-06-11,124,41,11,52,70.12,4
My Pet Sitter is a Futanari,2022-05-27,5,41,11,52,70.12,0
Secrets of the Temple,2022-03-14,8,41,11,52,70.12,0
Garfield Lasagna Party,2022-11-10,12,41,11,52,70.12,1
Firelight Fantasy: Force Energy,2022-02-18,7,44,12,56,70.11,0
Little Orpheus,2022-09-13,49,157,52,209,70.1,4
Nero The Sniper,2022-07-22,59,124,40,164,70.1,1
Space Roguelike Adventure,2022-10-11,6,19,4,23,70.08,0
Hatsumira -from the future undying-,2022-04-28,37,19,4,23,70.08,0
Soul In the Chamber,2022-04-25,5,19,4,23,70.08,0
Under The Moon,2022-12-06,9,19,4,23,70.08,0
SIMBA THE CAT,2022-06-24,3,19,4,23,70.08,0
Age of Solitaire : Build Civilization,2022-07-27,9,19,4,23,70.08,1
THE FATE OF MIRADOR CHAPTER ONE,2022-07-23,14,19,4,23,70.08,2
Coin Pusher Casino,2022-12-28,35,19,4,23,70.08,3
Emma - In the Library,2022-12-01,6,19,4,23,70.08,0
A Sinful Camp,2022-02-15,92,173,58,231,70.06,3
My Museum Prologue: Treasure Hunter,2022-09-16,153,118,38,156,70.04,0
Demon Sword: Incubus,2022-06-17,89,90,28,118,70.04,2
Halftime Heroes,2022-03-11,388,197,67,264,70.03,0
Ultrawings 2,2022-10-27,25,67,20,87,69.99,1
Colony Simulator,2022-02-08,92,247,86,333,69.97,4
精靈之妊 -用懷孕征服所有傲慢的精靈-,2022-11-16,452,247,86,333,69.97,2
Vostok 2061,2022-10-07,7,22,5,27,69.94,0
DreamBig 3,2022-03-31,4,22,5,27,69.94,0
PISTOLA,2022-06-21,7,22,5,27,69.94,0
Animals Transport Simulator,2022-05-26,2,22,5,27,69.94,0
Be My Girlfriends,2022-04-13,167,278,98,376,69.92,0
Black Geyser: Couriers of Darkness,2022-03-17,330,527,194,721,69.91,23
My Loving Wife,2022-12-06,9,58,17,75,69.91,0
Fightto the last,2022-11-28,4,12,2,14,69.91,0
Essence Of The Tjikko - Prologue,2022-02-02,4,12,2,14,69.91,0
Tower of the sage,2022-07-28,3,12,2,14,69.91,0
Kamigami: Clash of the Gods,2022-07-25,7,12,2,14,69.91,0
Haunted Hotel: Silent Waters Collector's Edition,2022-01-07,13,12,2,14,69.91,1
SAVE BILLY,2022-01-24,4,12,2,14,69.91,0
Blastocitos,2022-03-02,4,12,2,14,69.91,0
Frog Fall Down,2022-03-08,4,12,2,14,69.91,0
Night Blood : Avenger's Tide,2022-07-11,4,12,2,14,69.91,0
Sex Adventures - Mile High Club,2022-03-04,5,12,2,14,69.91,0
Alexandria - Port of Worlds,2022-05-14,8,12,2,14,69.91,0
Space egg shooter,2022-05-06,3,12,2,14,69.91,0
Mount Wingsuit 2,2022-08-25,4,12,2,14,69.91,0
Lander Odyssey,2022-05-17,5,12,2,14,69.91,0
Cryptr,2022-08-31,2,12,2,14,69.91,0
Flora and Sauna,2022-06-06,9,12,2,14,69.91,0
Ancient Aliens,2022-09-28,11,12,2,14,69.91,7
Penguins Can Fly,2022-07-19,5,12,2,14,69.91,0
Hero of war,2022-09-01,2,12,2,14,69.91,0
Bots City,2022-07-11,2,12,2,14,69.91,0
SUN SHOT,2022-09-03,2,12,2,14,69.91,0
The Letter: Classic Edition,2022-11-08,2,12,2,14,69.91,0
Virtual Sailor NG,2022-10-06,18,12,2,14,69.91,8
Blood Exile,2022-11-21,1,12,2,14,69.91,0
Gravity Magician,2022-11-19,3,12,2,14,69.91,0
ZAVOD,2022-12-26,5,12,2,14,69.91,0
LOST EPIC,2022-07-27,1175,705,264,969,69.88,11
Prosperous Universe,2022-04-20,183,361,130,491,69.88,28
Siren Head: The Horror Experience,2022-11-23,37,144,48,192,69.87,3
Vanaris Tactics,2022-08-04,47,89,28,117,69.87,0
Achilles: Legends Untold,2022-05-12,266,345,124,469,69.86,2
Holomento,2022-04-27,93,100,32,132,69.85,2
Charon's Staircase,2022-10-28,8,25,6,31,69.85,0
My Nemesis and Hero,2022-01-11,6,25,6,31,69.85,0
Sword of Atlas,2022-04-27,6,25,6,31,69.85,0
Lawnmower game: Mortal Race,2022-06-01,6,25,6,31,69.85,0
Save Daddy Trump 3: Rise Of Evil,2022-09-01,6,25,6,31,69.85,0
Ballads and Romances,2022-12-21,4,25,6,31,69.85,0
Zoey: My Hentai Sex Doll,2022-09-09,43,111,36,147,69.84,0
The Backroom Project,2022-05-15,9,97,31,128,69.81,0
Monorail Stories,2022-09-30,16,28,7,35,69.8,0
The Dark Prophecy,2022-02-28,4,28,7,35,69.8,0
Lustful Pussies,2022-06-01,2,28,7,35,69.8,0
绯色物语,2022-10-28,23,28,7,35,69.8,0
Star Melody Yumemi Dreamer,2022-01-21,18,43,12,55,69.79,0
Tennis Manager 2022,2022-05-17,277,94,30,124,69.77,50
RTX Sweeper,2022-03-17,10,37,10,47,69.77,2
ConflictCraft 2,2022-02-10,7,37,10,47,69.77,1
Rogue Arrows,2022-06-06,44,31,8,39,69.77,0
Idle Superpowers,2022-01-05,149,31,8,39,69.77,8
生人症候群,2022-05-09,4,31,8,39,69.77,0
Infiltraliens,2022-01-13,14,34,9,43,69.76,0
Will Die Alone,2022-05-20,5,34,9,43,69.76,0
Lustful Ponies,2022-04-11,6,34,9,43,69.76,0
Beautiful Mystic Survivors,2022-10-14,1461,730,276,1006,69.75,5
Desktop Girlfriend,2022-08-24,392,530,197,727,69.75,2
守护女神,2022-11-11,181,175,60,235,69.74,11
LakeSide,2022-09-28,93,77,24,101,69.72,1
Bakery Simulator,2022-05-03,428,539,201,740,69.71,36
Heads Will Roll: Downfall,2022-10-20,447,217,76,293,69.71,2
Frozenheim,2022-06-16,2523,2025,800,2825,69.7,119
Ed-0: Zombie Uprising,2022-04-04,113,82,26,108,69.61,2
Stardust Origins,2022-02-02,4,15,3,18,69.59,0
Project Dagger,2022-07-25,5,15,3,18,69.59,0
Storyblocks: The King,2022-01-24,3,15,3,18,69.59,0
Just in Slime,2022-03-01,8,15,3,18,69.59,0
Semiconductor,2022-05-20,5,15,3,18,69.59,0
DEAD GUN,2022-02-03,4,15,3,18,69.59,0
Instant Artist: Puzzle Mashup,2022-03-17,5,15,3,18,69.59,0
Pretty Girls Four Kings Solitaire,2022-03-18,9,15,3,18,69.59,0
Elemental Angel Ⅱ,2022-03-17,3,15,3,18,69.59,0
2D Brick Breaker Game | REMASTERED,2022-07-05,5,15,3,18,69.59,0
Cowboy Girl,2022-07-08,2,15,3,18,69.59,0
Night Gate,2022-10-14,5,15,3,18,69.59,0
Midnight Saga: The Monster,2022-10-06,26,15,3,18,69.59,0
Dark Maidens,2022-11-02,5,15,3,18,69.59,0
Cookie Clicker But You Type,2022-09-13,5,15,3,18,69.59,0
Space Runaway,2022-12-22,12,15,3,18,69.59,0
Weird Japan,2022-09-23,6,15,3,18,69.59,0
The Exorcist's Story,2022-11-11,7,15,3,18,69.59,0
3D Lover,2022-03-08,13,79,25,104,69.57,0
Pumping Simulator,2022-04-06,78,256,92,348,69.52,16
Hell is Others,2022-10-20,942,708,271,979,69.51,32
Movie Night,2022-01-27,91,217,77,294,69.51,1
Estella's Nightmare: Sealed Space and a Succubus's Curse,2022-08-09,125,266,96,362,69.5,1
Golden Axe Idol,2022-07-15,50,45,13,58,69.5,0
Eternal Edge,2022-05-08,68,327,120,447,69.47,2
AccrO,2022-05-24,3,42,12,54,69.46,1
One True Hero,2022-10-20,4,18,4,22,69.44,0
Grimstar: Welcome to the savage planet,2022-10-26,7,18,4,22,69.44,0
Funny Panda,2022-02-09,3,18,4,22,69.44,0
1000 Needles,2022-02-11,7,18,4,22,69.44,0
The Conqueror of Battles,2022-03-25,8,18,4,22,69.44,0
WONDER POT - Texas Holdem,2022-05-18,18,18,4,22,69.44,0
The World of a Mermaid,2022-06-01,2,18,4,22,69.44,0
Monster Showdown Prologue,2022-06-17,15,18,4,22,69.44,1
Riding Away,2022-05-18,1,8,1,9,69.44,0
Invasion Vill,2022-05-31,2,8,1,9,69.44,0
Fake Racing,2022-06-23,2,8,1,9,69.44,0
Worshippers Of The Gain,2022-03-01,9,8,1,9,69.44,0
Rift World,2022-02-12,3,8,1,9,69.44,0
Azrael,2022-05-17,3,8,1,9,69.44,0
Azrael,2022-05-17,3,8,1,9,69.44,0
Azrael,2022-05-17,3,8,1,9,69.44,0
Azrael,2022-07-22,2,6,2,8,62.1,0
Azrael,2022-07-22,2,6,2,8,62.1,0
Azrael,2022-07-22,2,6,2,8,62.1,0
Azrael,2022-03-07,3,6,3,9,58.33,0
Azrael,2022-03-07,3,6,3,9,58.33,0
Azrael,2022-03-07,3,6,3,9,58.33,0
Find the Cats,2022-07-29,3,8,1,9,69.44,0
DC League of Super-Pets: The Adventures of Krypto and Ace,2022-07-15,3,8,1,9,69.44,0
Dark Tales from México: Prelude. Just a Dream... with The Sack Man,2022-10-25,3,8,1,9,69.44,0
Tarot: Theo's Quest,2022-05-25,3,8,1,9,69.44,0
Tigey's Gift,2022-04-28,2,8,1,9,69.44,0
ARTISAN,2022-02-03,4,8,1,9,69.44,0
Blink Planets,2022-01-13,6,8,1,9,69.44,0
Lovely Girls,2022-01-06,3,8,1,9,69.44,0
Nova Odessa - The Demon Trainer,2022-06-02,5,8,1,9,69.44,0
Great Deer,2022-04-21,5,8,1,9,69.44,1
Slime Village VR,2022-01-24,4,8,1,9,69.44,0
Vortex,2022-06-23,1,8,1,9,69.44,0
Vortex,2022-06-23,1,8,1,9,69.44,0
Vortex,2022-06-23,1,8,1,9,69.44,0
Vortex,2021-09-09,1,2,0,2,64.08,0
Vortex,2021-09-09,1,2,0,2,64.08,0
Vortex,2021-09-09,1,2,0,2,64.08,0
Vortex,2015-07-17,2,2,8,10,34.58,0
Vortex,2015-07-17,2,2,8,10,34.58,0
Vortex,2015-07-17,2,2,8,10,34.58,0
Who Shuffled My Shapes?,2022-07-08,3,8,1,9,69.44,0
NecroFarm,2022-03-25,2,8,1,9,69.44,0
A Tale About Flowers,2022-02-04,3,8,1,9,69.44,0
PATIENT,2022-06-01,2,8,1,9,69.44,0
Vonbit,2022-03-31,3,8,1,9,69.44,0
Aces Under the Moonlight,2022-06-03,3,8,1,9,69.44,0
Underground Dungeon,2022-03-09,4,8,1,9,69.44,0
Magnetic Structures,2022-10-18,2,8,1,9,69.44,0
Freshman Magic: Spellbooks and Tangled Sheets,2022-05-26,21,8,1,9,69.44,0
Royal Duality,2022-08-29,6,8,1,9,69.44,0
Erroneous,2022-06-01,5,8,1,9,69.44,0
Ultimate Obstacle Course,2022-05-16,6,8,1,9,69.44,0
Trade Sails,2022-05-19,2,8,1,9,69.44,0
RPG BOYS FANTASY,2022-06-16,3,8,1,9,69.44,0
Intrusion of Alice,2022-10-28,10,8,1,9,69.44,0
Spermination: Cream of the Crop,2022-07-15,4,8,1,9,69.44,0
Youmandriver,2022-06-28,3,8,1,9,69.44,0
Long Drop,2022-12-02,4,8,1,9,69.44,0
Special Gulag Rescue Operation,2022-07-07,2,8,1,9,69.44,0
Terror Brain: Night Out,2022-09-25,3,8,1,9,69.44,0
Unichrome: a 1-Bit Unicorn Adventure,2022-09-16,3,8,1,9,69.44,0
Astra Protocol 2,2022-12-01,3,8,1,9,69.44,0
미연시 시뮬레이터 : 미소녀 게임의 주인공을 조종하는 게임,2022-07-21,3,8,1,9,69.44,0
Eris and the fading kingdom,2022-07-22,3,8,1,9,69.44,0
Goblin Rules Football,2022-10-20,6,8,1,9,69.44,0
Battle Part,2022-07-21,9,8,1,9,69.44,0
Humans Are Useless,2022-07-28,3,8,1,9,69.44,0
Neon Fighter,2022-08-09,4,8,1,9,69.44,0
Where's the Bathroom!?!,2022-09-09,2,8,1,9,69.44,0
Nude Crisis,2022-08-10,3,8,1,9,69.44,0
Western Girls,2022-08-27,2,8,1,9,69.44,0
Mythlands: Dragon Flight VR,2022-08-31,2,8,1,9,69.44,0
Droneboi 2,2022-09-10,5,8,1,9,69.44,0
Hikki Girls,2022-08-27,2,8,1,9,69.44,0
Slurpies FREE,2022-12-02,2,8,1,9,69.44,0
Soldier,2022-09-01,1,8,1,9,69.44,0
Paragonian 3 : The Warrior of Light,2022-11-08,3,8,1,9,69.44,0
Eraser,2022-10-24,7,8,1,9,69.44,0
Eraser,2022-10-24,7,8,1,9,69.44,3
Eraser,2021-12-15,195,1932,335,2267,81.78,0
Eraser,2021-12-15,195,1932,335,2267,81.78,3
Devolution 魔剣の王としもべたち,2022-09-29,6,8,1,9,69.44,0
DEATHWATCH - PRELUDE,2022-10-20,9,8,1,9,69.44,0
Hot Milf 9,2022-10-30,2,8,1,9,69.44,0
The Slothgate Experiment,2022-12-17,3,8,1,9,69.44,0
Bubbles Swimsuit,2022-11-01,2,8,1,9,69.44,0
Doughball Descent,2022-11-30,13,8,1,9,69.44,0
Undercover - Blood Bonds,2022-11-17,8,8,1,9,69.44,1
クラウディ・デイズ,2022-12-22,6,8,1,9,69.44,0
1 Day Later: Escape Zombie Hospital,2022-12-02,2,8,1,9,69.44,0
Space Mercenary Defense Force,2022-12-16,3,8,1,9,69.44,0
Holiday Haywire,2022-12-31,17,8,1,9,69.44,0
Live by the Sword: Tactics,2022-10-28,10,39,11,50,69.43,0
ESPIONAGE: Mafia Evolved,2022-08-12,61,81,26,107,69.42,1
Do You See the Waving Cape,2022-06-03,4,36,10,46,69.39,0
Crafting Town,2022-07-28,11,36,10,46,69.39,0
For The Warp,2022-03-28,123,246,89,335,69.37,4
Zold:out 鍛造屋的物語,2022-11-30,650,158,55,213,69.37,32
Cursed Treasure 2 Ultimate Edition,2022-07-14,110,97,32,129,69.37,8
Showbiz Tycoon,2022-02-25,10,33,9,42,69.36,3
Night Signal,2022-11-07,4,21,5,26,69.36,0
Aegis Descent,2022-07-08,14,21,5,26,69.36,1
Forsaken Portals,2022-08-07,8,21,5,26,69.36,0
Ash & Rust,2022-04-01,9,21,5,26,69.36,0
M1 Tank Platoon II,2022-05-04,5,21,5,26,69.36,0
Cascade Tactics,2022-02-17,11,21,5,26,69.36,0
Skeletal Skism,2022-01-04,10,21,5,26,69.36,0
Aery - Dreamscape,2022-01-14,7,21,5,26,69.36,0
World of Mines Creator's Edition,2022-05-10,7,21,5,26,69.36,0
Still Heroes,2022-04-22,3,21,5,26,69.36,0
The Tales of Imjin War,2022-11-30,12,21,5,26,69.36,0
Aristocunts II Re:ERECTION,2022-07-22,15,21,5,26,69.36,1
NoAmmo,2022-08-05,3,21,5,26,69.36,0
The Demon Within Me,2022-10-25,4,21,5,26,69.36,0
JaDa Fishin',2022-10-26,4,21,5,26,69.36,0
HOTEL GREENWOOD,2022-08-10,10,86,28,114,69.34,0
Unyielding,2022-09-22,29,30,8,38,69.34,0
Monster Showdown,2022-01-27,6,27,7,34,69.33,0
Mountain Offroad Simulator,2022-07-18,4,27,7,34,69.33,0
Empire of Empires,2022-07-29,2,27,7,34,69.33,0
Trails of the Black Sun,2022-10-04,3,24,6,30,69.33,0
REPTRAILS,2022-06-17,10,24,6,30,69.33,0
Witch Strandings,2022-07-07,30,24,6,30,69.33,0
Seeking Light,2022-07-27,7,24,6,30,69.33,0
Vermis Orbita,2022-07-29,5,24,6,30,69.33,0
Argentum Online Forever (AOF),2022-10-04,39,24,6,30,69.33,6
Shovel Knight Dig,2022-09-23,800,440,166,606,69.32,22
捕鱼王国Fishing Kingdom,2022-04-05,33,75,24,99,69.32,0
Kilta,2022-07-10,21,50,15,65,69.3,4
Those Who Crawl,2022-12-26,12,72,23,95,69.26,0
Trek to Yomi,2022-05-05,855,1037,410,1447,69.24,8
THE HOUSE OF THE DEAD: Remake,2022-04-28,505,937,369,1306,69.24,4
Blue Fire: Void Maker,2022-02-04,23,47,14,61,69.24,0
beat refle,2022-07-31,455,141,49,190,69.23,1
LEGO® Brawls,2022-09-02,85,96,32,128,69.21,8
Pursuit of Power 2 : The Chaos Dimension,2022-10-26,4,4,0,4,69.2,0
Tank Tactics,2022-04-02,3,4,0,4,69.2,0
VRpatients,2022-02-09,6,4,0,4,69.2,0
Cahertis,2022-08-16,5,4,0,4,69.2,0
Pharao Reloaded,2022-08-01,4,4,0,4,69.2,0
As Aventuras do Cueca Listrada,2022-07-12,2,4,0,4,69.2,0
The Ancient Art of Staying Alive,2022-01-19,1,4,0,4,69.2,0
Ryclaw: Hope,2022-10-05,1,4,0,4,69.2,0
Voyager,2022-01-14,3,4,0,4,69.2,0
One Drunken Knight,2022-11-23,2,4,0,4,69.2,0
Quester,2022-06-23,4,4,0,4,69.2,0
Mickey Storm and the Cursed Mask,2022-04-29,3,4,0,4,69.2,0
warDrive,2022-04-01,6,4,0,4,69.2,0
Vesper: Ether Saga,2022-08-16,4,4,0,4,69.2,0
Puzzle Box,2022-01-30,3,4,0,4,69.2,0
Puzzle Box,2022-01-30,3,4,0,4,69.2,1
Puzzle Box,2022-01-30,3,4,0,4,69.2,0
Puzzle Box,2021-08-24,3,4,0,4,69.2,0
Puzzle Box,2021-08-24,3,4,0,4,69.2,1
Puzzle Box,2021-08-24,3,4,0,4,69.2,0
Puzzle Box,2016-04-22,13,27,6,33,70.81,0
Puzzle Box,2016-04-22,13,27,6,33,70.81,1
Puzzle Box,2016-04-22,13,27,6,33,70.81,0
Orbi's chronicles,2022-02-08,4,4,0,4,69.2,0
Spellbound : The Magic Within,2022-09-02,4,4,0,4,69.2,0
Agent Roswell : Tactics,2022-04-01,3,4,0,4,69.2,0
Mollycoddle Mayhem,2022-07-14,5,4,0,4,69.2,0
Sonucido: The Mage,2022-12-02,2,4,0,4,69.2,0
Shooty,2022-01-12,2,4,0,4,69.2,0
Shooty,2022-01-12,2,4,0,4,69.2,0
Shooty,2021-07-07,3,7,5,12,54.48,0
Shooty,2021-07-07,3,7,5,12,54.48,0
Dialogue Box: The Road Less Traveled,2022-04-28,3,4,0,4,69.2,0
ShapeVS,2022-09-29,7,4,0,4,69.2,0
AbyssMemory,2022-04-27,7,4,0,4,69.2,0
Re-Spawn Tournament,2022-09-01,8,4,0,4,69.2,0
Magic Exposure – Yuri Visual Novel,2022-12-09,3,4,0,4,69.2,0
Keep It Live,2022-04-08,6,4,0,4,69.2,0
Anyway,2022-02-22,2,4,0,4,69.2,0
Cube,2022-03-05,2,4,0,4,69.2,0
Cube,2022-03-05,2,4,0,4,69.2,0
Cube,2022-03-05,2,4,0,4,69.2,0
Cube,2021-09-12,1,2,0,2,64.08,0
Cube,2021-09-12,1,2,0,2,64.08,0
Cube,2021-09-12,1,2,0,2,64.08,0
Cube,2020-03-08,1,1,0,1,59.42,0
Cube,2020-03-08,1,1,0,1,59.42,0
Cube,2020-03-08,1,1,0,1,59.42,0
Solitaire Bonbon,2022-03-01,4,4,0,4,69.2,0
The Case of Maneki,2022-03-21,2,4,0,4,69.2,0
ANIQUILATION,2022-07-29,3,4,0,4,69.2,0
Metal and Hauling RPG Simulator,2022-01-07,2,4,0,4,69.2,0
Book of Adventum,2022-02-18,3,4,0,4,69.2,0
Redux,2022-02-11,2,4,0,4,69.2,0
Crystalreach Islands,2022-11-09,4,4,0,4,69.2,0
Highway Rampage,2022-08-29,2,4,0,4,69.2,0
Platformer::Execute();,2022-08-16,4,4,0,4,69.2,0
Cube Runk,2022-02-25,2,4,0,4,69.2,0
Dann Fox & The Time Machine,2022-08-17,1,4,0,4,69.2,0
UC SIM ～unity-chan simulator～,2022-02-28,2,4,0,4,69.2,0
Pirates of Gravitae,2022-03-31,3,4,0,4,69.2,0
Inferno,2022-04-29,3,4,0,4,69.2,0
Inferno,2022-04-29,3,4,0,4,69.2,0
Inferno,2020-10-01,1129,11,4,15,63.21,0
Inferno,2020-10-01,1129,11,4,15,63.21,0
Dogfight: 80 Years of Aerial Warfare,2022-01-21,2,4,0,4,69.2,0
Super Liquid Soccer,2022-11-30,2,4,0,4,69.2,0
